"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","33203","TC01 - Verify Leave List Display @regression","Regression","Thu Feb 05 19:47:54 UTC 2026","passed","Thu Feb 05 19:48:27 UTC 2026","Leave_LeaveList_Test","Leave/Leave_LeaveList_Test.spec.ts","",""
"","16485","TC02 - Generate Employee Report @regression","Regression","Thu Feb 05 19:49:26 UTC 2026","failed","Thu Feb 05 19:49:42 UTC 2026","Time_Reports_Test","Time/Time_Reports_Test.spec.ts","",""
"","16698","TC11 - Verify Termination Reason Validation @regression","Regression","Thu Feb 05 19:52:44 UTC 2026","failed","Thu Feb 05 19:53:01 UTC 2026","PIM_Configuration_Test","PIM/PIM_Configuration_Test.spec.ts","",""
"","14966","TC01 - Verify Cannot Punch In Future Date @regression","Regression","Thu Feb 05 19:47:43 UTC 2026","passed","Thu Feb 05 19:47:58 UTC 2026","Time_BusinessLogic_Test","Time/Time_BusinessLogic_Test.spec.ts","",""
"","8219","TC02 - Cleanup Post - Updated Text @regression","Cleanup","Thu Feb 05 19:58:15 UTC 2026","passed","Thu Feb 05 19:58:24 UTC 2026","Buzz Test Cleaning","Clean/Buzz_Cleaning.spec.ts","",""
"","13371","TC01 - Cleanup Candidate - E2E Candidate @regression","Cleanup","Thu Feb 05 19:58:14 UTC 2026","passed","Thu Feb 05 19:58:27 UTC 2026","Recruitment Test Cleaning","Clean/Recruitment_Cleaning.spec.ts","",""
"","20668","TC05 - Cleanup Work Shift - Night Shift - B @regression","Cleanup","Thu Feb 05 19:59:06 UTC 2026","passed","Thu Feb 05 19:59:27 UTC 2026","Admin Test Cleaning","Clean/Admin_Cleaning.spec.ts","",""
"","38706","TC01 - Verify Search Candidate by Name and Status @regression","Regression","Thu Feb 05 19:50:10 UTC 2026","passed","Thu Feb 05 19:50:49 UTC 2026","Recruitment_Search_And_Data_Test","Recruitment/Recruitment_Search_And_Data_Test.spec.ts","",""
"","47189","TC08 - Verify Leave Reject Action @regression","Regression","Thu Feb 05 19:51:30 UTC 2026","failed","Thu Feb 05 19:52:17 UTC 2026","Leave_LeaveList_Test","Leave/Leave_LeaveList_Test.spec.ts","",""
"","10610","TC11 - Verify Manage Reviews Filter by Status @regression","Regression","Thu Feb 05 19:55:28 UTC 2026","passed","Thu Feb 05 19:55:38 UTC 2026","Performance_MyReviews_Test","Performance/Performance_MyReviews_Test.spec.ts","",""
"","13517","TC02 - Cleanup Pay Grade - Grade 5 - Executive @regression","Cleanup","Thu Feb 05 19:58:14 UTC 2026","passed","Thu Feb 05 19:58:28 UTC 2026","Admin Test Cleaning","Clean/Admin_Cleaning.spec.ts","",""
"","15830","TC03 - Verify search with non-existing username @regression","Regression","Thu Feb 05 19:48:13 UTC 2026","failed","Thu Feb 05 19:48:29 UTC 2026","Admin_User_Management_Test","Admin/Admin_User_Management_Test.spec.ts","",""
"","17217","TC02 - Verify Employee Claims Search by Employee @regression","Regression","Thu Feb 05 19:51:58 UTC 2026","failed","Thu Feb 05 19:52:15 UTC 2026","Claim_EmployeeClaims_Test","Claim/Claim_EmployeeClaims_Test.spec.ts","",""
"","19037","TC02 - Verify Custom Field Lifecycle: Create, Verify @foundation","Foundation","Thu Feb 05 19:46:38 UTC 2026","failed","Thu Feb 05 19:46:57 UTC 2026","PIM_Configuration_Test","PIM/PIM_Configuration_Test.spec.ts","",""
"","17370","TC02 - Verify Punch Punch In/Out Verify, Edit, Delete Workflow @regression","Regression","Thu Feb 05 19:48:58 UTC 2026","failed","Thu Feb 05 19:49:16 UTC 2026","Time_Attendance_Test","Time/Time_Attendance_Test.spec.ts","",""
"","54051","TC03 - Verify Event Lifecycle: Create, Verify, Edit, Delete @regression","Regression","Thu Feb 05 19:52:10 UTC 2026","failed","Thu Feb 05 19:53:04 UTC 2026","Claim_Configuration_Test","Claim/Claim_Configuration_Test.spec.ts","",""
"","16323","TC01 - Cleanup Event - Global QA Summit 2025 @regression","Cleanup","Thu Feb 05 19:58:17 UTC 2026","passed","Thu Feb 05 19:58:33 UTC 2026","Claim Test Cleaning","Clean/Claim_Cleaning.spec.ts","",""
"","49569","TC02 - Verify Canceling Purge Action in Modal @regression","Regression","Thu Feb 05 19:53:09 UTC 2026","failed","Thu Feb 05 19:53:58 UTC 2026","Maintenance_Safety_Test","Maintenance/Maintenance_Safety_Test.spec.ts","",""
"","50347","TC14 - Verify Project Reset Filters @regression","Regression","Thu Feb 05 19:52:35 UTC 2026","failed","Thu Feb 05 19:53:26 UTC 2026","Time_ProjectInfo_Test","Time/Time_ProjectInfo_Test.spec.ts","",""
"","23152","TC05 - Cleanup Employee - Dev Sec Ops (ID: 0777) @regression","Cleanup","Thu Feb 05 19:59:32 UTC 2026","passed","Thu Feb 05 19:59:56 UTC 2026","PIM Test Cleaning","Clean/PIM_Cleaning.spec.ts","",""
"","60121","TC02 - Verify updating an existing Location @regression","Regression","Thu Feb 05 19:47:45 UTC 2026","passed","Thu Feb 05 19:48:46 UTC 2026","Admin_Organization_Test","Admin/Admin_Organization_Test.spec.ts","",""
"","31010","TC14 - Verify Language Lifecycle: Create, Edit, Delete @regression","Regression","Thu Feb 05 19:54:55 UTC 2026","passed","Thu Feb 05 19:55:26 UTC 2026","Admin_Qualifications_Test","Admin/Admin_Qualifications_Test.spec.ts","",""
"","22540","TC20 - Verify error when creating a duplicate Membership @regression","Regression","Thu Feb 05 19:56:55 UTC 2026","passed","Thu Feb 05 19:57:17 UTC 2026","Admin_Qualifications_Test","Admin/Admin_Qualifications_Test.spec.ts","",""
"","56122","TC05 - Verify Customer Delete @regression","Regression","Thu Feb 05 19:48:47 UTC 2026","failed","Thu Feb 05 19:49:43 UTC 2026","Time_ProjectInfo_Test","Time/Time_ProjectInfo_Test.spec.ts","",""
"","16348","TC07 - Verify Social Media Authentication Lifecycle : Create, Verify, Delete @regression","Regression","Thu Feb 05 19:50:05 UTC 2026","failed","Thu Feb 05 19:50:21 UTC 2026","Admin_Configuration_Test","Admin/Admin_Configuration_Test.spec.ts","",""
"","17467","TC01 - Verify Location Lifecycle: Create, Verify in Table @foundation","Foundation","Thu Feb 05 19:44:38 UTC 2026","failed","Thu Feb 05 19:44:55 UTC 2026","Admin_Organization_Test","Admin/Admin_Organization_Test.spec.ts","",""
"","23084","TC04 - Cleanup Job Category - Professionals - QA Engineer @regression","Cleanup","Thu Feb 05 19:58:43 UTC 2026","passed","Thu Feb 05 19:59:06 UTC 2026","Admin Test Cleaning","Clean/Admin_Cleaning.spec.ts","",""
"","44574","TC05 - Verify My Leave List Display @regression","Regression","Thu Feb 05 19:50:05 UTC 2026","passed","Thu Feb 05 19:50:50 UTC 2026","Leave_ApplyLeave_Test","Leave/Leave_ApplyLeave_Test.spec.ts","",""
"","16058","TC03 - Verify Employee Record Lifecycle: Create, Edit, Delete @regression","Regression","Thu Feb 05 19:49:16 UTC 2026","failed","Thu Feb 05 19:49:32 UTC 2026","Time_Attendance_Test","Time/Time_Attendance_Test.spec.ts","",""
"","7086","TC08 - Cleanup Education - Master of Science @regression","Cleanup","Thu Feb 05 20:00:16 UTC 2026","passed","Thu Feb 05 20:00:23 UTC 2026","Admin Test Cleaning","Clean/Admin_Cleaning.spec.ts","",""
"","17459","TC01 - Verify Skill Lifecycle: Create @foundation","Foundation","Thu Feb 05 19:44:56 UTC 2026","failed","Thu Feb 05 19:45:13 UTC 2026","Admin_Qualifications_Test","Admin/Admin_Qualifications_Test.spec.ts","",""
"","15552","TC03 - Verify Employee Timesheet Approval (Admin Action) @regression","Regression","Thu Feb 05 19:50:07 UTC 2026","failed","Thu Feb 05 19:50:23 UTC 2026","Time_Timesheets_Test","Time/Time_Timesheets_Test.spec.ts","",""
"","60146","TC01 - E2E Hiring Flow: Add -> Shortlist -> Interview -> Offer -> Hire @regression","Regression","Thu Feb 05 19:49:23 UTC 2026","broken","Thu Feb 05 19:50:23 UTC 2026","Recruitment_Candidate_E2E_Test","Recruitment/Recruitment_Candidate_E2E_Test.spec.ts","",""
"","60163","TC05 - Verify Schedule Interview Validation @regression","Regression","Thu Feb 05 19:52:07 UTC 2026","broken","Thu Feb 05 19:53:07 UTC 2026","Recruitment_CandidateWorkflow_Test","Recruitment/Recruitment_CandidateWorkflow_Test.spec.ts","",""
"","50723","TC02 - Verify Manage Reviews Activate Review @regression","Regression","Thu Feb 05 19:51:33 UTC 2026","failed","Thu Feb 05 19:52:24 UTC 2026","Performance_MyReviews_Test","Performance/Performance_MyReviews_Test.spec.ts","",""
"","22475","TC18 - Verify Membership Lifecycle: Create, Edit, Delete @regression","Regression","Thu Feb 05 19:56:21 UTC 2026","passed","Thu Feb 05 19:56:44 UTC 2026","Admin_Qualifications_Test","Admin/Admin_Qualifications_Test.spec.ts","",""
"","12638","TC04 - Verify Buzz Latest Posts Widget is Visible @regression","Regression","Thu Feb 05 19:53:01 UTC 2026","passed","Thu Feb 05 19:53:14 UTC 2026","Dashboard_Widgets_Test","Dashboard/Dashboard_Widgets_Test.spec.ts","",""
"","19632","TC17 - Verify Work Shift Lifecycle: Create, Verify, and Delete @regression","Regression","Thu Feb 05 19:56:22 UTC 2026","failed","Thu Feb 05 19:56:42 UTC 2026","Admin_Job_Test","Admin/Admin_Job_Test.spec.ts","",""
"","60129","TC03 - Verify error when creating a duplicate Job Title @regression","Regression","Thu Feb 05 19:48:19 UTC 2026","broken","Thu Feb 05 19:49:19 UTC 2026","Admin_Job_Test","Admin/Admin_Job_Test.spec.ts","",""
"","17591","TC06 - Verify My Leave Filter by Status @regression","Regression","Thu Feb 05 19:50:50 UTC 2026","failed","Thu Feb 05 19:51:08 UTC 2026","Leave_ApplyLeave_Test","Leave/Leave_ApplyLeave_Test.spec.ts","",""
"","17040","TC06 - Verify Language Packages Lifecycle: Add, Verify, Delete @regression","Regression","Thu Feb 05 19:49:47 UTC 2026","failed","Thu Feb 05 19:50:04 UTC 2026","Admin_Configuration_Test","Admin/Admin_Configuration_Test.spec.ts","",""
"","6475","TC01 - Cleanup Job Title - Principal SDET Engineer @regression","Cleanup","Thu Feb 05 19:58:08 UTC 2026","passed","Thu Feb 05 19:58:14 UTC 2026","Admin Test Cleaning","Clean/Admin_Cleaning.spec.ts","",""
"","21263","TC03 - Cleanup Termination Reason - Better Salary Opportunity @regression","Cleanup","Thu Feb 05 19:58:47 UTC 2026","passed","Thu Feb 05 19:59:09 UTC 2026","PIM Test Cleaning","Clean/PIM_Cleaning.spec.ts","",""
"","11306","TC13 - Cleanup Nationality - Automation Tester Nationality @regression","Cleanup","Thu Feb 05 20:00:58 UTC 2026","passed","Thu Feb 05 20:01:09 UTC 2026","Admin Test Cleaning","Clean/Admin_Cleaning.spec.ts","",""
"","13273","TC01 - Verify Admin User Lifecycle: Create, Search @foundation","Foundation","Thu Feb 05 19:45:14 UTC 2026","passed","Thu Feb 05 19:45:27 UTC 2026","Admin_User_Management_Test","Admin/Admin_User_Management_Test.spec.ts","",""
"","20335","TC16 - Verify error when creating a duplicate Job Category @regression","Regression","Thu Feb 05 19:56:02 UTC 2026","passed","Thu Feb 05 19:56:22 UTC 2026","Admin_Job_Test","Admin/Admin_Job_Test.spec.ts","",""
"","17859","TC07 - Verify Reporting Method Lifecycle: Create, Verify, Edit, Delete @regression","Regression","Thu Feb 05 19:50:43 UTC 2026","failed","Thu Feb 05 19:51:01 UTC 2026","PIM_Configuration_Test","PIM/PIM_Configuration_Test.spec.ts","",""
"","59000","TC01 - Generate Employee Performance Report @regression","Regression","Thu Feb 05 19:50:27 UTC 2026","failed","Thu Feb 05 19:51:26 UTC 2026","Performance_Reports_Test","Performance/Performance_Reports_Test.spec.ts","",""
"","35231","TC13 - Verify Project Search by Admin @regression","Regression","Thu Feb 05 19:52:00 UTC 2026","passed","Thu Feb 05 19:52:35 UTC 2026","Time_ProjectInfo_Test","Time/Time_ProjectInfo_Test.spec.ts","",""
"","8715","TC15 - Verify validation error for empty Job Category Name @regression","Regression","Thu Feb 05 19:55:53 UTC 2026","passed","Thu Feb 05 19:56:02 UTC 2026","Admin_Job_Test","Admin/Admin_Job_Test.spec.ts","",""
"","54630","TC11 - Verify updating Pay Grade Currency Salary @regression","Regression","Thu Feb 05 19:53:32 UTC 2026","passed","Thu Feb 05 19:54:27 UTC 2026","Admin_Job_Test","Admin/Admin_Job_Test.spec.ts","",""
"","16842","TC02 - Verify Quick Launch Shortcuts Redirection @regression","Regression","Thu Feb 05 19:52:26 UTC 2026","failed","Thu Feb 05 19:52:43 UTC 2026","Dashboard_Widgets_Test","Dashboard/Dashboard_Widgets_Test.spec.ts","",""
"","45561","TC06 - Verify Leave Period Configuration Update @regression","Regression","Thu Feb 05 19:50:04 UTC 2026","passed","Thu Feb 05 19:50:50 UTC 2026","Leave_Configuration_Test","Leave/Leave_Configuration_Test.spec.ts","",""
"","18868","TC07 - Verify validation error for empty Education Level @regression","Regression","Thu Feb 05 19:50:35 UTC 2026","failed","Thu Feb 05 19:50:54 UTC 2026","Admin_Qualifications_Test","Admin/Admin_Qualifications_Test.spec.ts","",""
"","31931","TC01 - Verify Employee Claims Page Display @regression","Regression","Thu Feb 05 19:51:25 UTC 2026","passed","Thu Feb 05 19:51:57 UTC 2026","Claim_EmployeeClaims_Test","Claim/Claim_EmployeeClaims_Test.spec.ts","",""
"","14307","TC06 - Cleanup Employee - Dev Ops Trem (ID: 0333) @regression","Cleanup","Thu Feb 05 19:59:56 UTC 2026","failed","Thu Feb 05 20:00:10 UTC 2026","PIM Test Cleaning","Clean/PIM_Cleaning.spec.ts","",""
"","14051","TC06 - Verify Reset Button functionality @regression","Regression","Thu Feb 05 19:50:34 UTC 2026","failed","Thu Feb 05 19:50:48 UTC 2026","Admin_Organization_Test","Admin/Admin_Organization_Test.spec.ts","",""
"","23917","TC12 - Verify Leave List Reset Filters @regression","Regression","Thu Feb 05 19:54:15 UTC 2026","passed","Thu Feb 05 19:54:39 UTC 2026","Leave_LeaveList_Test","Leave/Leave_LeaveList_Test.spec.ts","",""
"","49333","TC04 - Verify Custom Field Validation Errors @regression","Regression","Thu Feb 05 19:49:07 UTC 2026","passed","Thu Feb 05 19:49:56 UTC 2026","PIM_Configuration_Test","PIM/PIM_Configuration_Test.spec.ts","",""
"","15111","TC01 - Verify Core Dashboard Widgets are Visible @regression","Regression","Thu Feb 05 19:52:11 UTC 2026","passed","Thu Feb 05 19:52:26 UTC 2026","Dashboard_Widgets_Test","Dashboard/Dashboard_Widgets_Test.spec.ts","",""
"","16595","TC10 - Verify Project Validation @regression","Regression","Thu Feb 05 19:50:53 UTC 2026","failed","Thu Feb 05 19:51:10 UTC 2026","Time_ProjectInfo_Test","Time/Time_ProjectInfo_Test.spec.ts","",""
"","16017","TC10 - Verify updating an existing Job Title @regression","Regression","Thu Feb 05 19:53:15 UTC 2026","failed","Thu Feb 05 19:53:31 UTC 2026","Admin_Job_Test","Admin/Admin_Job_Test.spec.ts","",""
"","17406","TC03 - Verify Contact Details Update @regression","Regression","Thu Feb 05 19:49:13 UTC 2026","failed","Thu Feb 05 19:49:30 UTC 2026","PIM_EmployeeDetails_Test","PIM/PIM_EmployeeDetails_Test.spec.ts","",""
"","51115","TC04 - Verify Tracker Lifecycle: Create @regression","Regression","Thu Feb 05 19:52:06 UTC 2026","passed","Thu Feb 05 19:52:57 UTC 2026","Performance_Configuration_Test","Performance/Performance_Configuration_Test.spec.ts","",""
"","30752","TC05 - Verify My Reviews Page Display @regression","Regression","Thu Feb 05 19:53:35 UTC 2026","failed","Thu Feb 05 19:54:06 UTC 2026","Performance_MyReviews_Test","Performance/Performance_MyReviews_Test.spec.ts","",""
"","17762","TC07 - Verify Delete User Functionality @regression","Regression","Thu Feb 05 19:50:16 UTC 2026","failed","Thu Feb 05 19:50:33 UTC 2026","Admin_User_Management_Test","Admin/Admin_User_Management_Test.spec.ts","",""
"","16167","TC07 - Verify Leave Approve Action @regression","Regression","Thu Feb 05 19:51:13 UTC 2026","failed","Thu Feb 05 19:51:29 UTC 2026","Leave_LeaveList_Test","Leave/Leave_LeaveList_Test.spec.ts","",""
"","14631","TC03 - Verify Nationality Validation: Empty Field @regression","Regression","Thu Feb 05 19:48:33 UTC 2026","failed","Thu Feb 05 19:48:48 UTC 2026","Admin_Nationalities_Test","Admin/Admin_Nationalities_Test.spec.ts","",""
"","20240","TC01 - Verify Leave Type Lifecycle: Create, Verify, Delete @regression","Regression","Thu Feb 05 19:47:43 UTC 2026","failed","Thu Feb 05 19:48:03 UTC 2026","Leave_Configuration_Test","Leave/Leave_Configuration_Test.spec.ts","",""
"","39000","TC02 - Verify Validation for Access Records @regression","Regression","Thu Feb 05 19:53:09 UTC 2026","passed","Thu Feb 05 19:53:48 UTC 2026","Maintenance_AccessRecords_Test","Maintenance/Maintenance_AccessRecords_Test.spec.ts","",""
"","17495","TC01 - Verify Admin Assigning Claim to Employee @foundation","Foundation","Thu Feb 05 19:45:27 UTC 2026","passed","Thu Feb 05 19:45:45 UTC 2026","Claim_Advanced_Test","Claim/Claim_Advanced_Test.spec.ts","",""
"","18199","TC03 - Admin Approve Leave Request @regression","Regression","Thu Feb 05 19:49:08 UTC 2026","failed","Thu Feb 05 19:49:26 UTC 2026","Leave_Operations_Test","Leave/Leave_Operations_Test.spec.ts","",""
"","16511","TC03 - Verify Shortlist Candidate @regression","Regression","Thu Feb 05 19:50:49 UTC 2026","failed","Thu Feb 05 19:51:06 UTC 2026","Recruitment_CandidateWorkflow_Test","Recruitment/Recruitment_CandidateWorkflow_Test.spec.ts","",""
"","16115","TC03 - Verify validation error for empty Skill Name @regression","Regression","Thu Feb 05 19:48:17 UTC 2026","failed","Thu Feb 05 19:48:33 UTC 2026","Admin_Qualifications_Test","Admin/Admin_Qualifications_Test.spec.ts","",""
"","60171","TC01 - Verify Submit Claim Logic @regression","Regression","Thu Feb 05 19:51:34 UTC 2026","broken","Thu Feb 05 19:52:34 UTC 2026","Claim_Operations_Test","Claim/Claim_Operations_Test.spec.ts","",""
"","18041","TC02 - Generate My Leave Entitlements Report @regression","Regression","Thu Feb 05 19:48:33 UTC 2026","failed","Thu Feb 05 19:48:51 UTC 2026","Leave_Reports_Test","Leave/Leave_Reports_Test.spec.ts","",""
"","60170","TC04 - Verify Schedule Interview @regression","Regression","Thu Feb 05 19:51:06 UTC 2026","broken","Thu Feb 05 19:52:06 UTC 2026","Recruitment_CandidateWorkflow_Test","Recruitment/Recruitment_CandidateWorkflow_Test.spec.ts","",""
"","47988","TC11 - Verify Leave List Add Comment @regression","Regression","Thu Feb 05 19:53:26 UTC 2026","failed","Thu Feb 05 19:54:14 UTC 2026","Leave_LeaveList_Test","Leave/Leave_LeaveList_Test.spec.ts","",""
"","19985","TC13 - Verify My Claims View Details @regression","Regression","Thu Feb 05 19:56:23 UTC 2026","failed","Thu Feb 05 19:56:43 UTC 2026","Claim_EmployeeClaims_Test","Claim/Claim_EmployeeClaims_Test.spec.ts","",""
"","13983","TC12 - Cleanup Email Subscription - Automation Subscriber @regression","Cleanup","Thu Feb 05 20:00:44 UTC 2026","passed","Thu Feb 05 20:00:58 UTC 2026","Admin Test Cleaning","Clean/Admin_Cleaning.spec.ts","",""
"","11771","TC15 - Verify validation error for empty Language Name @regression","Regression","Thu Feb 05 19:55:26 UTC 2026","passed","Thu Feb 05 19:55:38 UTC 2026","Admin_Qualifications_Test","Admin/Admin_Qualifications_Test.spec.ts","",""
"","33376","TC08 - Verify validation error for empty Unit Name in Structure @regression","Regression","Thu Feb 05 19:51:08 UTC 2026","passed","Thu Feb 05 19:51:41 UTC 2026","Admin_Organization_Test","Admin/Admin_Organization_Test.spec.ts","",""
"","51343","TC10 - Verify Leave List View Details @regression","Regression","Thu Feb 05 19:52:34 UTC 2026","failed","Thu Feb 05 19:53:25 UTC 2026","Leave_LeaveList_Test","Leave/Leave_LeaveList_Test.spec.ts","",""
"","39599","TC03 - Verify validation errors for required Location fields @regression","Regression","Thu Feb 05 19:48:47 UTC 2026","passed","Thu Feb 05 19:49:26 UTC 2026","Admin_Organization_Test","Admin/Admin_Organization_Test.spec.ts","",""
"","14656","TC05 - Verify Remaining Quick Launch Shortcuts @regression","Regression","Thu Feb 05 19:53:14 UTC 2026","failed","Thu Feb 05 19:53:28 UTC 2026","Dashboard_Widgets_Test","Dashboard/Dashboard_Widgets_Test.spec.ts","",""
"","17013","TC02 - Verify Submit Timesheet (Workflow Status) @regression","Regression","Thu Feb 05 19:49:49 UTC 2026","failed","Thu Feb 05 19:50:06 UTC 2026","Time_Timesheets_Test","Time/Time_Timesheets_Test.spec.ts","",""
"","19108","TC05 - Verify Localization Settings: Update Default Language and Format @regression","Regression","Thu Feb 05 19:49:27 UTC 2026","failed","Thu Feb 05 19:49:46 UTC 2026","Admin_Configuration_Test","Admin/Admin_Configuration_Test.spec.ts","",""
"","16125","TC02 - Verify validation errors for all required fields in User Form @regression","Regression","Thu Feb 05 19:47:55 UTC 2026","failed","Thu Feb 05 19:48:11 UTC 2026","Admin_User_Management_Test","Admin/Admin_User_Management_Test.spec.ts","",""
"","47350","TC02 - Verify Leave Type Duplicate Validation @regression","Regression","Thu Feb 05 19:48:04 UTC 2026","passed","Thu Feb 05 19:48:51 UTC 2026","Leave_Configuration_Test","Leave/Leave_Configuration_Test.spec.ts","",""
"","8310","TC12 - Verify Employee Claims Reset Filters @regression","Regression","Thu Feb 05 19:56:15 UTC 2026","passed","Thu Feb 05 19:56:23 UTC 2026","Claim_EmployeeClaims_Test","Claim/Claim_EmployeeClaims_Test.spec.ts","",""
"","24104","TC03 - Cleanup Customer - Auto Test Customer @regression","Cleanup","Thu Feb 05 19:58:47 UTC 2026","passed","Thu Feb 05 19:59:11 UTC 2026","Time Test Cleaning","Clean/Time_Cleaning.spec.ts","",""
"","16900","TC03 - Verify Hiding and Showing Widgets @regression","Regression","Thu Feb 05 19:52:56 UTC 2026","failed","Thu Feb 05 19:53:13 UTC 2026","Dashboard_UserActions_Test","Dashboard/Dashboard_UserActions_Test.spec.ts","",""
"","13513","TC01 - Cleanup Attendance Record - Started working on Automation @regression","Cleanup","Thu Feb 05 19:58:13 UTC 2026","passed","Thu Feb 05 19:58:26 UTC 2026","Time Test Cleaning","Clean/Time_Cleaning.spec.ts","",""
"","19292","TC09 - Verify Search by Status Filter @regression","Regression","Thu Feb 05 19:50:55 UTC 2026","failed","Thu Feb 05 19:51:14 UTC 2026","Admin_User_Management_Test","Admin/Admin_User_Management_Test.spec.ts","",""
"","8492","TC15 - Verify My Claims Filter by Status @regression","Regression","Thu Feb 05 19:56:53 UTC 2026","passed","Thu Feb 05 19:57:01 UTC 2026","Claim_EmployeeClaims_Test","Claim/Claim_EmployeeClaims_Test.spec.ts","",""
"","32634","TC04 - Verify Pay Grade Lifecycle with Currency: Create, Add Currency @foundation","Foundation","Thu Feb 05 19:44:04 UTC 2026","failed","Thu Feb 05 19:44:37 UTC 2026","Admin_Job_Test","Admin/Admin_Job_Test.spec.ts","",""
"","10077","TC12 - Verify Review Validation Errors @regression","Regression","Thu Feb 05 19:55:38 UTC 2026","passed","Thu Feb 05 19:55:48 UTC 2026","Performance_MyReviews_Test","Performance/Performance_MyReviews_Test.spec.ts","",""
"","17655","TC09 - Verify Manage Reviews Search by Employee @regression","Regression","Thu Feb 05 19:54:58 UTC 2026","passed","Thu Feb 05 19:55:16 UTC 2026","Performance_MyReviews_Test","Performance/Performance_MyReviews_Test.spec.ts","",""
"","34789","TC11 - Verify OAuth Client Validation Errors @regression","Regression","Thu Feb 05 19:51:15 UTC 2026","passed","Thu Feb 05 19:51:50 UTC 2026","Admin_Configuration_Test","Admin/Admin_Configuration_Test.spec.ts","",""
"","19004","TC02 - Cleanup Attendance Record - Leaving for the day @regression","Cleanup","Thu Feb 05 19:58:28 UTC 2026","passed","Thu Feb 05 19:58:47 UTC 2026","Time Test Cleaning","Clean/Time_Cleaning.spec.ts","",""
"","17471","TC01 - Verify Add Candidate with All Fields @regression","Regression","Thu Feb 05 19:49:37 UTC 2026","failed","Thu Feb 05 19:49:55 UTC 2026","Recruitment_CandidateWorkflow_Test","Recruitment/Recruitment_CandidateWorkflow_Test.spec.ts","",""
"","60216","TC03 - Verify Editing Candidate Details (Email/Phone) @regression","Regression","Thu Feb 05 19:51:10 UTC 2026","broken","Thu Feb 05 19:52:10 UTC 2026","Recruitment_Search_And_Data_Test","Recruitment/Recruitment_Search_And_Data_Test.spec.ts","",""
"","52473","TC03 - Verify Manage Reviews Complete Review @regression","Regression","Thu Feb 05 19:52:24 UTC 2026","failed","Thu Feb 05 19:53:17 UTC 2026","Performance_MyReviews_Test","Performance/Performance_MyReviews_Test.spec.ts","",""
"","14795","TC05 - Verify Search by City and Country filters @regression","Regression","Thu Feb 05 19:50:19 UTC 2026","failed","Thu Feb 05 19:50:33 UTC 2026","Admin_Organization_Test","Admin/Admin_Organization_Test.spec.ts","",""
"","38774","TC13 - Verify LDAP Configuration Save @regression","Regression","Thu Feb 05 19:52:05 UTC 2026","passed","Thu Feb 05 19:52:44 UTC 2026","Admin_Configuration_Test","Admin/Admin_Configuration_Test.spec.ts","",""
"","39347","TC05 - Verify Tracker Validation Errors @regression","Regression","Thu Feb 05 19:52:57 UTC 2026","passed","Thu Feb 05 19:53:36 UTC 2026","Performance_Configuration_Test","Performance/Performance_Configuration_Test.spec.ts","",""
"","15151","TC03 - Cleanup Employment Status - Freelance - Project Based @regression","Cleanup","Thu Feb 05 19:58:28 UTC 2026","passed","Thu Feb 05 19:58:43 UTC 2026","Admin Test Cleaning","Clean/Admin_Cleaning.spec.ts","",""
"","24553","TC07 - Cleanup Skill - Java Automation @regression","Cleanup","Thu Feb 05 19:59:51 UTC 2026","failed","Thu Feb 05 20:00:16 UTC 2026","Admin Test Cleaning","Clean/Admin_Cleaning.spec.ts","",""
"","38807","TC03 - Verify KPI Validation Errors @regression","Regression","Thu Feb 05 19:51:27 UTC 2026","passed","Thu Feb 05 19:52:06 UTC 2026","Performance_Configuration_Test","Performance/Performance_Configuration_Test.spec.ts","",""
"","17503","TC01 - Verify Cancel Button on Password Screen @regression","Regression","Thu Feb 05 19:52:51 UTC 2026","failed","Thu Feb 05 19:53:08 UTC 2026","Maintenance_Safety_Test","Maintenance/Maintenance_Safety_Test.spec.ts","",""
"","47429","TC01 - Verify Access Records Download @regression","Regression","Thu Feb 05 19:52:21 UTC 2026","passed","Thu Feb 05 19:53:08 UTC 2026","Maintenance_AccessRecords_Test","Maintenance/Maintenance_AccessRecords_Test.spec.ts","",""
"","13435","TC01 - Cleanup Custom Field - Automation Badge ID @regression","Cleanup","Thu Feb 05 19:58:14 UTC 2026","passed","Thu Feb 05 19:58:27 UTC 2026","PIM Test Cleaning","Clean/PIM_Cleaning.spec.ts","",""
"","15702","TC05 - Verify Nationality Search Functionality @regression","Regression","Thu Feb 05 19:49:31 UTC 2026","failed","Thu Feb 05 19:49:46 UTC 2026","Admin_Nationalities_Test","Admin/Admin_Nationalities_Test.spec.ts","",""
"","37061","TC08 - Verify validation error for empty Employment Status Name @regression","Regression","Thu Feb 05 19:51:51 UTC 2026","passed","Thu Feb 05 19:52:28 UTC 2026","Admin_Job_Test","Admin/Admin_Job_Test.spec.ts","",""
"","38145","TC01 - Verify Report Lifecycle: Create, Verify @regression","Regression","Thu Feb 05 19:47:49 UTC 2026","failed","Thu Feb 05 19:48:27 UTC 2026","PIM_Reports_Test","PIM/PIM_Reports_Test.spec.ts","",""
"","6189","TC09 - Cleanup License - ISTQB Foundation @regression","Cleanup","Thu Feb 05 20:00:23 UTC 2026","passed","Thu Feb 05 20:00:30 UTC 2026","Admin Test Cleaning","Clean/Admin_Cleaning.spec.ts","",""
